Shrub.ID,D1,D2,H,Area,Log.area,Volume,Canopy,RDM.2013,Shrub.density,x,y
580,2.6,2.2,0.8,4.49,1.501852702,1.2,2,12.22161198,0.006678361,696477.8848,4063722.591
581,2.6,1.75,1.12,3.57,1.272565596,1.33,3,8.88543129,0.005791964,696482.1099,4063729.348
582,2.85,1.96,0.98,4.39,1.479329227,1.43,3,10.57046604,0.003672379,696477.1507,4063742.889
583,3.9,3.85,1.55,11.79,2.467251715,6.09,5,9.441465378,0.005264229,696469.7349,4063738.833
584,3,2.5,1.04,5.89,1.773255998,2.04,4,6.86534214,0.006998181,696461.0199,4063736.857
585,1.7,1.7,0.8,2.27,0.819779831,0.61,2,10.87616253,0.007920705,696453.9767,4063732.144
586,3.75,3,0.82,8.84,2.179286877,2.42,4,5.059698582,0.005745314,696448.7829,4063748.121
587,2.3,2.15,1.24,3.88,1.355835154,1.61,5,6.606654644,0.004942559,696456.2267,4063750.956
588,2.88,2.76,1.22,6.24,1.830980182,2.54,3,9.479602814,0.004473228,696466.9967,4063752.979
589,3.28,3.05,1.54,7.86,2.061786606,4.03,5,7.434961319,0.005124295,696463.6562,4063769.998
590,3.07,2.02,1.04,4.87,1.583093937,1.69,3,3.680739164,0.006011622,696445.9806,4063757.27
591,3.82,3.1,1.33,9.3,2.2300144,4.12,5,5.224514008,0.005943928,696443.8769,4063751.561
592,4.98,4.26,1.58,16.66,2.813010637,8.78,6,3.79197073,0.005947215,696440.0353,4063755.358
593,2.8,2.05,0.72,4.51,1.506297154,1.08,0,3.526129246,0.005951624,696443.6729,4063756.551
594,2.83,2.26,0.96,5.02,1.613429934,1.61,1,10.74193954,0.006018645,696450.2779,4063776.463
595,3.4,3.25,0.9,8.68,2.161021529,2.6,3,10.43083572,0.005066344,696453.944,4063784.206
596,4.16,2.86,1.45,9.34,2.234306252,4.52,3,7.069046974,0.005942355,696450.3964,4063794.671
597,3.68,2.46,1.22,7.11,1.961502244,2.89,4,7.042116165,0.006470274,696430.8118,4063787.228
598,4,2.5,1.28,7.85,2.060513532,3.35,3,10.82489491,0.007612958,696423.5837,4063806.155
599,2.47,2.42,1.01,4.69,1.545432582,1.58,4,8.736852646,0.006784196,696433.7173,4063796.952
600,2.8,2.5,0.78,5.5,1.704748092,1.43,1,3.373473883,0.005339486,696443.5229,4063809.832
601,3.36,2.43,1.14,6.41,1.857859271,2.44,3,3.607541084,0.004604752,696438.9643,4063817.609
602,1.4,1.4,0.76,1.54,0.431782416,0.39,4,3.703076124,0.004469471,696441.8131,4063818.119
603,1.75,1.43,0.86,1.97,0.678033543,0.56,7,1.756574154,0.004486279,696436.3787,4063821.213
604,0.98,0.85,0.53,0.65,1.1,0.12,5,3.577692986,0.005274128,696435.2322,4063816.636
605,0.81,0.54,0.53,0.34,1.1,0.06,2,7.260510445,0.006845471,696432.8959,4063805.481
606,1.83,1.5,0.99,2.16,0.770108222,0.71,1,7.174455166,0.006739159,696436.3129,4063789.019
607,1.43,1.47,0.84,1.65,0.500775288,0.46,5,7.797698498,0.006815379,696436.9636,4063784.039
608,1.45,2.07,1.02,2.36,0.858661619,0.8,3,7.23844099,0.006973768,696438.7909,4063778.419
609,1.04,1.45,1.2,1.18,0.165514438,0.47,4,6.350832939,0.007327737,696436.6823,4063776.817
610,1.36,1.58,1.1,1.69,0.524728529,0.62,5,6.986800194,0.005059017,696450.5568,4063787.681
611,1.23,1.1,0.9,1.06,0.058268908,0.32,1,12.58974648,0.007479719,696429.508,4063797.3
612,2.2,1.9,1.2,3.28,1.187843422,1.31,6,4.007445812,0.007465828,696407.6278,4063819.776
613,1.1,0.8,0.9,0.69,1.1,0.21,5,5.515808105,0.007042277,696400.5491,4063816.617
614,2.2,1.6,0.9,2.76,1.01523068,0.83,4,4.747557163,0.006805892,696401.3717,4063827.514
615,1.9,1.7,1.3,2.54,0.932164081,1.1,9,0.469029248,0.005092274,696425.3417,4063834.725
616,1.08,1,0.84,0.85,1.1,0.24,8,0.842487156,0.004112276,696429.2603,4063839.256
617,2.23,2.4,1.12,4.2,1.435084525,1.57,9,1.142511249,0.002469641,696426.8615,4063850.302
618,3.2,1.9,1,4.78,1.564440547,1.59,6,1.743659616,0.002537653,696418.1063,4063857.871
619,2.63,2.9,1.07,5.99,1.790091412,2.14,6,1.121067286,0.002740475,696414.147,4063855.116
620,0.96,1.07,0.81,0.81,1.1,0.22,8,1.264855266,0.003762963,696410.8255,4063847.935
621,2.8,3,1.3,6.6,1.887069649,2.86,9,1.796161175,0.004966152,696406.4525,4063843.727
622,2.33,2.55,1.01,4.67,1.541159072,1.57,5,2.977352619,0.004252081,696394.662,4063847.231
623,1.28,1.4,0.82,1.41,0.343589704,0.38,2,0.619553447,0.005467912,696382.9214,4063832.975
624,1.27,0.92,0.93,0.92,1.1,0.28,3,0.697359681,0.005376991,696382.0381,4063832.51
625,2.65,2.97,0.97,6.18,1.821318271,2,3,0.911187708,0.005012702,696381.3796,4063833.938
626,5.34,4.8,1.43,20.13,3.00221124,9.6,5,2.634443045,0.00385077,696374.3345,4063837.107
627,0.75,0.6,0.83,0.35,1.1,0.1,4,1.032424212,0.004327309,696370.3593,4063827.247
628,2.23,3.67,1.5,6.43,1.860974538,3.21,6,0.8713817,0.004669954,696370.1956,4063822.692
629,5.72,4.55,1.74,20.44,3.017493765,11.86,7,2.149086952,0.002838752,696363.5874,4063795.121
630,2.86,4.54,1.05,10.2,2.32238772,3.57,5,0.999257326,0.006003685,696373.8628,4063807.012
631,2.71,1.95,0.72,4.15,1.423108334,1,6,1.935350537,0.005717567,696377.9288,4063801.222
632,3.01,3.79,1.28,8.96,2.192770227,3.82,6,3.176373243,0.006829428,696382.7389,4063813.655
633,3.2,2.72,1.19,6.84,1.922787732,2.71,5,2.826339722,0.006426794,696390.7447,4063823.163
634,0.7,0.6,0.7,0.33,1.1,0.08,6,5.605277061,0.00689281,696399.3744,4063809.374
635,5.04,3.12,1.49,12.35,2.513656063,6.13,7,8.33382988,0.00747241,696393.3962,4063812.789
636,0.63,0.59,0.7,0.29,1.1,0.07,5,5.214225292,0.006740328,696401.7126,4063808.762
637,1.27,1.05,0.9,1.05,0.048790164,0.31,5,5.101855755,0.006682081,696401.4725,4063807.535
638,3.9,3.4,1.1,10.41,2.342766883,3.82,5,1.487611055,0.004092174,696376.9071,4063791.208
639,3.64,2.78,1.13,7.95,2.073171929,2.99,3,3.427789211,0.002953487,696382.2791,4063771.349
640,2.1,2.38,1.12,3.93,1.368639426,1.47,5,2.920958996,0.005322296,696385.1697,4063785.625
641,0.96,0.97,1,0.73,1.1,0.24,4,4.05073595,0.004956943,696396.1998,4063784.102
642,3.55,3.68,1.66,10.26,2.32825284,5.68,4,2.789757013,0.005594709,696386.9289,4063790.772
643,3.15,2.65,1.41,6.56,1.880990603,3.08,5,8.859744072,0.007286345,696412.0526,4063794.457
644,3.34,3.73,1.73,9.78,2.280339484,5.64,6,7.790631294,0.007158057,696410.9295,4063796.651
645,1.5,1.3,0.89,1.53,0.425267735,0.45,4,5.629946232,0.006443193,696410.3261,4063780.097
646,3.6,2.6,1.7,7.35,1.994700313,4.17,8,4.70681715,0.004431759,696409.4856,4063769.976
647,4.25,6.48,1.09,21.63,3.07408124,7.86,6,5.971558571,0.003348593,696411.6192,4063762.698
648,2.1,1.9,1.2,3.13,1.141033005,1.25,8,7.143412113,0.003380824,696417.0303,4063752.831
649,3.56,5.6,1.48,15.66,2.751109691,7.72,5,8.870073318,0.00424683,696428.1085,4063745.315
650,4.2,2.6,1.2,8.58,2.149433913,3.43,5,13.0809927,0.003446482,696433.399,4063725.122
651,1.7,1.5,1.2,2,0.693147181,0.8,6,14.30666542,0.003310143,696437.8838,4063720.562
652,3.03,2.84,0.94,6.76,1.91102289,2.12,3,10.37625599,0.00515711,696443.9257,4063714.373
653,5.42,3.1,0.8,13.2,2.58021683,3.52,3,16.30570984,0.006745769,696449.3889,4063721.714
654,4.41,5.49,1.51,19.02,2.945491057,9.57,2,14.80722237,0.007173496,696460.1175,4063713.857
655,3.25,3.68,1.42,9.39,2.239645293,4.45,7,10.72671032,0.007270392,696465.5212,4063708.209
656,4.65,4.46,1.25,16.29,2.790551423,6.79,6,8.853298187,0.006583783,696465.2326,4063705.205
657,1,1.68,0.63,1.32,0.277631737,0.28,0,7.980782509,0.006095269,696467.6882,4063703.374
658,1.05,0.83,0.71,0.68,1.1,0.16,1,7.926299572,0.006063607,696467.7877,4063702.932
659,1.25,1.33,0.6,1.31,0.270027137,0.26,1,7.648898602,0.006061434,696466.9887,4063702.692
660,0.92,0.67,0.82,0.48,1.1,0.13,3,7.040459633,0.005983188,696467.9995,4063701.494
661,1.28,1.95,0.94,1.96,0.672944473,0.61,3,4.98683548,0.005671433,696469.1455,4063698.301
662,1.1,0.66,0.73,0.57,1.1,0.14,8,4.288413525,0.005137234,696465.9543,4063693.232
663,4.54,4.65,1.64,16.58,2.80819715,9.06,8,5.20484066,0.005331703,696462.7379,4063693.158
664,2.9,1.88,0.96,4.28,1.45395301,1.37,5,2.89815855,0.00521849,696470.2938,4063691.112
665,2.89,2.26,1.45,5.13,1.635105659,2.48,9,4.07032299,0.004961219,696473.589,4063683.861
666,2.34,2.25,1,4.14,1.420695788,1.38,6,8.660721779,0.004990393,696479.3503,4063682.106
667,1.93,2.54,1.39,3.85,1.348073148,1.78,7,8.715582848,0.00239013,696490.1271,4063668.255
668,2.94,3.52,1.72,8.13,2.095560924,4.66,6,16.18324471,0.005095776,696564.1318,4063587.03
669,4.62,5.02,1.73,18.22,2.902519892,10.5,7,15.71901035,0.00616907,696557.9595,4063591.107
670,2.78,2.72,0.79,5.94,1.781709133,1.56,4,16.29000092,0.005923393,696556.3234,4063596.176
671,4.04,4.26,1.74,13.52,2.604170071,7.84,4,9.140237808,0.007391416,696547.1074,4063584.863
672,3.56,4.32,1.92,12.08,2.491551193,7.73,5,10.7382288,0.006546079,696556.0699,4063579.963
673,4.26,2.66,1.53,8.9,2.186051277,4.54,3,13.24040127,0.007740226,696539.8853,4063576.261
674,2.75,3.52,1.05,7.6,2.028148247,2.66,3,18.22702026,0.007803822,696535.3463,4063571.494
675,3.36,3.56,0.69,9.39,2.239645293,2.16,4,18.16766167,0.007636039,696541.1561,4063567.631
676,2.81,3.98,0.98,8.78,2.172476408,2.87,2,17.11103249,0.006936733,696534.4728,4063562.815
677,2.83,2.94,1.58,6.53,1.876406943,3.44,6,17.62427139,0.00691705,696532.622,4063561.663
678,3.22,3.47,1.94,8.78,2.172476408,5.67,5,18.2837162,0.007110933,696529.1659,4063568.133
679,4.28,3.76,1.9,12.64,2.536866389,8,5,18.25021553,0.007057053,696523.7308,4063563.457
680,3.74,3.9,1.03,11.46,2.438862711,3.93,7,18.28388786,0.006338396,696526.7735,4063559.419
681,2.42,2.54,0.87,4.83,1.574846468,1.4,7,16.38344574,0.005337077,696530.6152,4063555.622
682,5.15,5.08,1.97,20.55,3.022860941,13.49,5,16.14152336,0.004026522,696524.0055,4063543.703
683,5.1,5.35,1.75,21.43,3.064791809,12.5,6,16.80502701,0.003108299,696501.0108,4063552.389
684,1.4,1.55,0.92,1.7,0.530628251,0.52,6,16.80502701,0.006591541,696516.6421,4063568.511
685,5.45,3.6,2.49,15.41,2.735016649,12.79,6,11.10024929,0.005653116,696509.3546,4063578.335
686,3.13,2.85,1.08,7.01,1.947337701,2.52,5,9.5,0.003318139,696503.5574,4063581.643
687,4.05,5.26,1.49,16.73,2.817203515,8.31,6,9.234430313,0.00347691,696503.7338,4063585.643
688,4.06,3.46,1.47,11.03,2.400618833,5.41,3,14.52859783,0.0066129,696518.0133,4063574.981
689,3.93,2.89,1.55,8.92,2.188295947,4.61,5,16.76471329,0.007375423,696526.8233,4063584.508
690,4.07,2.93,1.81,9.37,2.237513096,5.65,4,12.57545567,0.00658006,696522.1444,4063589.729
691,2.57,2.26,1.25,4.56,1.517322624,1.9,6,11.81426525,0.008059699,696534.9795,4063587.471
692,3.74,3.18,1.49,9.34,2.234306252,4.64,2,11.61684608,0.007868307,696534.8341,4063589.91
693,2.53,2.93,1.56,5.82,1.761300262,3.03,8,10.29080296,0.007671465,696537.249,4063589.854
694,3.79,5.14,1.53,15.3,2.727852828,7.8,5,14.70381069,0.005892302,696549.8446,4063598.025
695,3.7,3.8,2,11.04,2.401525041,7.36,9,17.68744278,0.005569642,696537.9522,4063613.737
